HR-Employee-Attrition-完美中文版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齡,流失,出差頻率,日薪,部門,家住距離,教育程度,教育領域,員工數,員工編號,環境滿意度,性別,小時薪資,工作投入度,職級,職位角色,工作滿意度,婚姻狀態,月薪,月費率,曾工作公司數,超過18歲,加班,加薪百分比,績效評級,關係滿意度,標準工時,股票選擇權等級,總工作年資,去年訓練次數,工作生活平衡,在公司年資,目前角色年資,上次升遷年資,目前主管年資
30,否,偶爾出差,231,銷售部,8,2,其他,1,982,3,男性,62,3,3,銷售執行,3,離婚,7264,9977,5,是,否,11,3,1,80,1,10,2,4,8,4,7,7
38,否,不出差,152,銷售部,10,3,技術學位,1,983,3,女性,85,3,2,銷售執行,4,單身,5666,19899,1,是,是,13,3,2,80,0,6,1,3,5,3,1,3
35,否,偶爾出差,882,銷售部,3,4,生命科學,1,984,4,男性,92,3,3,銷售執行,4,離婚,7823,6812,6,是,否,13,3,2,80,1,12,2,3,10,9,0,8
39,否,偶爾出差,903,銷售部,2,5,生命科學,1,985,1,男性,41,4,3,銷售執行,3,單身,7880,2560,0,是,否,18,3,4,80,0,9,3,3,8,7,0,7
40,是,不出差,1479,銷售部,24,3,生命科學,1,986,2,女性,100,4,4,銷售執行,2,單身,13194,17071,4,是,是,16,3,4,80,0,22,2,2,1,0,0,0
47,否,頻繁出差,1379,研發部,16,4,醫學,1,987,3,男性,64,4,2,製造總監,3,離婚,5067,6759,1,是,是,19,3,3,80,0,20,3,4,19,10,2,7
36,否,不出差,1229,銷售部,8,4,技術學位,1,990,1,男性,84,3,2,銷售執行,4,離婚,5079,25952,4,是,否,13,3,4,80,2,12,3,3,7,7,0,7
31,是,不出差,335,研發部,9,2,醫學,1,991,3,男性,46,2,1,研究科學家,1,單身,2321,10322,0,是,是,22,4,1,80,0,4,0,3,3,2,1,2
33,否,不出差,722,銷售部,17,3,生命科學,1,992,4,男性,38,3,4,經理,3,單身,17444,20489,1,是,否,11,3,4,80,0,10,2,3,10,8,6,0
29,是,偶爾出差,906,研發部,10,3,生命科學,1,994,4,女性,92,2,1,研究科學家,1,單身,2404,11479,6,是,是,20,4,3,80,0,3,5,3,0,0,0,0
33,否,偶爾出差,461,研發部,13,1,生命科學,1,995,2,女性,53,3,1,研究科學家,4,單身,3452,17241,3,是,否,18,3,1,80,0,5,4,3,3,2,0,2
45,否,偶爾出差,974,研發部,1,4,醫學,1,996,4,女性,91,3,1,實驗室技術員,4,離婚,2270,11005,3,是,否,14,3,4,80,2,8,2,3,5,3,0,2
50,否,偶爾出差,1126,研發部,1,2,醫學,1,997,4,男性,66,3,4,研究總監,4,離婚,17399,6615,9,是,否,22,4,3,80,1,32,1,2,5,4,1,3
33,否,頻繁出差,827,研發部,1,4,其他,1,998,3,女性,84,4,2,醫療代表,2,已婚,5488,20161,1,是,是,13,3,1,80,1,6,2,3,6,5,1,2
41,否,頻繁出差,840,研發部,9,3,醫學,1,999,1,男性,64,3,5,研究總監,3,離婚,19419,3735,2,是,否,17,3,2,80,1,21,2,4,18,16,0,11
27,否,偶爾出差,1134,研發部,16,4,技術學位,1,1001,3,女性,37,3,1,實驗室技術員,2,已婚,2811,12086,9,是,否,14,3,2,80,1,4,2,3,2,2,2,2
45,否,不出差,248,研發部,23,2,生命科學,1,1002,4,男性,42,3,2,實驗室技術員,1,已婚,3633,14039,1,是,是,15,3,3,80,1,9,2,3,9,8,0,8
47,否,偶爾出差,955,銷售部,4,2,生命科學,1,1003,4,女性,83,3,2,銷售執行,4,單身,4163,8571,1,是,是,17,3,3,80,0,9,0,3,9,0,0,7
30,是,偶爾出差,138,研發部,22,3,生命科學,1,1004,1,女性,48,3,1,研究科學家,3,已婚,2132,11539,4,是,是,11,3,2,80,0,7,2,3,5,2,0,1
50,否,偶爾出差,939,研發部,24,3,生命科學,1,1005,4,男性,95,3,4,製造總監,3,已婚,13973,4161,3,是,是,18,3,4,80,1,22,2,3,12,11,1,5
38,否,頻繁出差,1391,研發部,10,1,醫學,1,1006,3,男性,66,3,1,研究科學家,3,已婚,2684,12127,0,是,否,17,3,2,80,1,3,0,2,2,1,0,2
46,否,偶爾出差,566,研發部,7,2,醫學,1,1007,4,男性,75,3,3,製造總監,3,離婚,10845,24208,6,是,否,13,3,2,80,1,13,3,3,8,7,0,7
24,否,偶爾出差,1206,研發部,17,1,醫學,1,1009,4,女性,41,2,2,製造總監,3,離婚,4377,24117,1,是,否,15,3,2,80,2,5,6,3,4,2,3,2
35,是,偶爾出差,622,研發部,14,4,其他,1,1010,3,男性,39,2,1,實驗室技術員,2,離婚,3743,10074,1,是,是,24,4,4,80,1,5,2,1,4,2,0,2
31,否,頻繁出差,853,研發部,1,1,生命科學,1,1011,3,女性,96,3,2,製造總監,1,已婚,4148,11275,1,是,否,12,3,3,80,1,4,1,3,4,3,0,3
18,否,不出差,287,研發部,5,2,生命科學,1,1012,2,男性,73,3,1,研究科學家,4,單身,1051,13493,1,是,否,15,3,4,80,0,0,2,3,0,0,0,0
54,否,偶爾出差,1441,研發部,17,3,技術學位,1,1013,3,女性,56,3,3,製造總監,3,已婚,10739,13943,8,是,否,11,3,3,80,1,22,2,3,10,7,0,8
35,否,偶爾出差,583,研發部,25,4,醫學,1,1014,3,女性,57,3,3,醫療代表,3,離婚,10388,6975,1,是,是,11,3,3,80,1,16,3,2,16,10,10,1
30,否,偶爾出差,153,研發部,8,2,生命科學,1,1015,2,女性,73,4,3,研究總監,1,已婚,11416,17802,0,是,是,12,3,3,80,3,9,4,2,8,7,1,7
20,是,偶爾出差,1097,研發部,11,3,醫學,1,1016,4,女性,98,2,1,研究科學家,1,單身,2600,18275,1,是,是,15,3,1,80,0,1,2,3,1,0,0,0
30,是,頻繁出差,109,研發部,5,3,醫學,1,1017,2,女性,60,3,1,實驗室技術員,2,單身,2422,25725,0,是,否,17,3,1,80,0,4,3,3,3,2,1,2
26,否,偶爾出差,1066,研發部,2,2,醫學,1,1018,4,男性,32,4,2,製造總監,4,已婚,5472,3334,1,是,否,12,3,2,80,0,8,2,3,8,7,1,3
22,否,偶爾出差,217,研發部,8,1,生命科學,1,1019,2,男性,94,1,1,實驗室技術員,1,已婚,2451,6881,1,是,否,15,3,1,80,1,4,3,2,4,3,1,1
48,否,偶爾出差,277,研發部,6,3,生命科學,1,1022,1,男性,97,2,2,醫療代表,3,單身,4240,13119,2,是,否,13,3,4,80,0,19,0,3,2,2,2,2
48,否,偶爾出差,1355,研發部,4,4,生命科學,1,1024,3,男性,78,2,3,醫療代表,3,單身,10999,22245,7,是,否,14,3,2,80,0,27,3,3,15,11,4,8
41,否,偶爾出差,549,研發部,7,2,醫學,1,1025,4,女性,42,3,2,製造總監,3,單身,5003,23371,6,是,否,14,3,2,80,0,8,6,3,2,2,2,1
39,否,偶爾出差,466,研發部,1,1,生命科學,1,1026,4,女性,65,2,4,製造總監,4,已婚,12742,7060,1,是,否,16,3,3,80,1,21,3,3,21,6,11,8
27,否,偶爾出差,1055,研發部,2,4,生命科學,1,1027,1,女性,47,3,2,製造總監,4,已婚,4227,4658,0,是,否,18,3,2,80,1,4,2,3,3,2,2,2
35,否,偶爾出差,802,研發部,10,3,其他,1,1028,2,男性,45,3,1,實驗室技術員,4,離婚,3917,9541,1,是,否,20,4,1,80,1,3,4,2,3,2,1,2
42,否,偶爾出差,265,銷售部,5,2,行銷,1,1029,4,男性,90,3,5,經理,3,已婚,18303,7770,6,是,否,13,3,2,80,0,21,3,4,1,0,0,0
50,否,偶爾出差,804,研發部,9,3,生命科學,1,1030,1,男性,64,3,1,實驗室技術員,4,已婚,2380,20165,4,是,否,18,3,2,80,0,8,5,3,1,0,0,0
59,否,偶爾出差,715,研發部,2,3,生命科學,1,1032,3,女性,69,2,4,製造總監,4,單身,13726,21829,3,是,是,13,3,1,80,0,30,4,3,5,3,4,3
37,是,偶爾出差,1141,研發部,11,2,醫學,1,1033,1,女性,61,1,2,醫療代表,2,已婚,4777,14382,5,是,否,15,3,1,80,0,15,2,1,1,0,0,0
55,否,頻繁出差,135,研發部,18,4,醫學,1,1034,3,男性,62,3,2,醫療代表,2,已婚,6385,12992,3,是,是,14,3,4,80,2,17,3,3,8,7,6,7
41,否,不出差,247,研發部,7,1,生命科學,1,1035,2,女性,55,1,5,研究總監,3,離婚,19973,20284,1,是,否,22,4,2,80,2,21,3,3,21,16,5,10
38,否,偶爾出差,1035,銷售部,3,4,生命科學,1,1036,2,男性,42,3,2,銷售執行,4,單身,6861,4981,8,是,是,12,3,3,80,0,19,1,3,1,0,0,0
26,是,不出差,265,銷售部,29,2,醫學,1,1037,2,男性,79,1,2,銷售執行,1,單身,4969,21813,8,是,否,18,3,4,80,0,7,6,3,2,2,2,2
52,是,偶爾出差,266,銷售部,2,1,行銷,1,1038,1,女性,57,1,5,經理,4,已婚,19845,25846,1,是,否,15,3,4,80,1,33,3,3,32,14,6,9
44,否,偶爾出差,1448,銷售部,28,3,醫學,1,1039,4,女性,53,4,4,銷售執行,4,已婚,13320,11737,3,是,是,18,3,3,80,1,23,2,3,12,11,11,11
50,否,不出差,145,銷售部,1,3,生命科學,1,1040,4,女性,95,3,2,銷售執行,3,已婚,6347,24920,0,是,否,12,3,1,80,1,19,3,3,18,7,0,13
36,是,偶爾出差,885,研發部,16,4,生命科學,1,1042,3,女性,43,4,1,實驗室技術員,1,單身,2743,8269,1,是,否,16,3,3,80,0,18,1,3,17,13,15,14
39,否,頻繁出差,945,研發部,22,3,醫學,1,1043,4,女性,82,3,3,製造總監,1,單身,10880,5083,1,是,是,13,3,3,80,0,21,2,3,21,6,2,8
33,否,不出差,1038,銷售部,8,1,生命科學,1,1044,2,女性,88,2,1,銷售代表,4,單身,2342,21437,0,是,否,19,3,4,80,0,3,2,2,2,2,2,2
45,否,偶爾出差,1234,銷售部,11,2,生命科學,1,1045,4,女性,90,3,4,經理,4,已婚,17650,5404,3,是,否,13,3,2,80,1,26,4,4,9,3,1,1
32,否,不出差,1109,研發部,29,4,醫學,1,1046,4,女性,69,3,1,實驗室技術員,3,單身,4025,11135,9,是,否,12,3,2,80,0,10,2,3,8,7,7,7
34,否,偶爾出差,216,銷售部,1,4,行銷,1,1047,2,男性,75,4,2,銷售執行,4,離婚,9725,12278,0,是,否,11,3,4,80,1,16,2,2,15,1,0,9
59,否,偶爾出差,1089,銷售部,1,2,技術學位,1,1048,2,男性,66,3,3,經理,4,已婚,11904,11038,3,是,是,14,3,3,80,1,14,1,1,6,4,0,4
45,否,偶爾出差,788,人力資源專員,24,4,醫學,1,1049,2,男性,36,3,1,人力資源專員,2,單身,2177,8318,1,是,否,16,3,1,80,0,6,3,3,6,3,0,4
53,否,頻繁出差,124,銷售部,2,3,行銷,1,1050,3,女性,38,2,3,銷售執行,2,已婚,7525,23537,2,是,否,12,3,1,80,1,30,2,3,15,7,6,12
36,是,偶爾出差,660,研發部,15,3,其他,1,1052,1,男性,81,3,2,實驗室技術員,3,離婚,4834,7858,7,是,否,14,3,2,80,1,9,3,2,1,0,0,0
26,是,頻繁出差,342,研發部,2,3,生命科學,1,1053,1,男性,57,3,1,研究科學家,1,已婚,2042,15346,6,是,是,14,3,2,80,1,6,2,3,3,2,1,2
34,否,偶爾出差,1333,銷售部,10,4,生命科學,1,1055,3,女性,87,3,1,銷售代表,3,已婚,2220,18410,1,是,是,19,3,4,80,1,1,2,3,1,1,0,0
28,否,偶爾出差,1144,銷售部,10,1,醫學,1,1056,4,男性,74,3,1,銷售代表,2,已婚,1052,23384,1,是,否,22,4,2,80,0,1,5,3,1,0,0,0
38,否,頻繁出差,1186,研發部,3,4,其他,1,1060,3,男性,44,3,1,研究科學家,3,已婚,2821,2997,3,是,否,16,3,1,80,1,8,2,3,2,2,2,2
50,否,偶爾出差,1464,研發部,2,4,醫學,1,1061,2,男性,62,3,5,研究總監,3,已婚,19237,12853,2,是,是,11,3,4,80,1,29,2,2,8,1,7,7
37,否,偶爾出差,124,研發部,3,3,其他,1,1062,4,女性,35,3,2,醫療代表,2,單身,4107,13848,3,是,否,15,3,1,80,0,8,3,2,4,3,0,1
40,否,偶爾出差,300,銷售部,26,3,行銷,1,1066,3,男性,74,3,2,銷售執行,1,已婚,8396,22217,1,是,否,14,3,2,80,1,8,3,2,7,7,7,5
26,否,頻繁出差,921,研發部,1,1,醫學,1,1068,1,女性,66,2,1,研究科學家,3,離婚,2007,25265,1,是,否,13,3,3,80,2,5,5,3,5,3,1,3
46,否,偶爾出差,430,研發部,1,4,醫學,1,1069,4,男性,40,3,5,研究總監,4,離婚,19627,21445,9,是,否,17,3,4,80,2,23,0,3,2,2,2,2
54,否,偶爾出差,1082,銷售部,2,4,生命科學,1,1070,3,女性,41,2,3,銷售執行,3,已婚,10686,8392,6,是,否,11,3,2,80,1,13,4,3,9,4,7,0
56,否,頻繁出差,1240,研發部,9,3,醫學,1,1071,1,女性,63,3,1,研究科學家,3,已婚,2942,12154,2,是,否,19,3,2,80,1,18,4,3,5,4,0,3
36,否,偶爾出差,796,研發部,12,5,醫學,1,1073,4,女性,51,2,3,製造總監,4,單身,8858,15669,0,是,否,11,3,2,80,0,15,2,2,14,8,7,8
55,否,不出差,444,研發部,2,1,醫學,1,1074,3,男性,40,2,4,經理,1,單身,16756,17323,7,是,否,15,3,2,80,0,31,3,4,9,7,6,2
43,否,偶爾出差,415,銷售部,25,3,醫學,1,1076,3,男性,79,2,3,銷售執行,4,離婚,10798,5268,5,是,否,13,3,3,80,1,18,5,3,1,0,0,0
20,是,頻繁出差,769,銷售部,9,3,行銷,1,1077,4,女性,54,3,1,銷售代表,4,單身,2323,17205,1,是,是,14,3,2,80,0,2,3,3,2,2,0,2
21,是,偶爾出差,1334,研發部,10,3,生命科學,1,1079,3,女性,36,2,1,實驗室技術員,1,單身,1416,17258,1,是,否,13,3,1,80,0,1,6,2,1,0,1,0
46,否,偶爾出差,1003,研發部,8,4,生命科學,1,1080,4,女性,74,2,2,研究科學家,1,離婚,4615,21029,8,是,是,23,4,1,80,3,19,2,3,16,13,1,7
51,是,偶爾出差,1323,研發部,4,4,生命科學,1,1081,1,男性,34,3,1,研究科學家,3,已婚,2461,10332,9,是,是,12,3,3,80,3,18,2,4,10,0,2,7
28,是,不出差,1366,研發部,24,2,技術學位,1,1082,2,男性,72,2,3,醫療代表,1,單身,8722,12355,1,是,否,12,3,1,80,0,10,2,2,10,7,1,9
26,否,偶爾出差,192,研發部,1,2,醫學,1,1083,1,男性,59,2,1,實驗室技術員,1,已婚,3955,11141,1,是,否,16,3,1,80,2,6,2,3,5,3,1,3
30,否,偶爾出差,1176,研發部,20,3,其他,1,1084,3,男性,85,3,2,製造總監,1,已婚,9957,9096,0,是,否,15,3,3,80,1,7,1,2,6,2,0,2
41,否,偶爾出差,509,研發部,7,2,技術學位,1,1085,2,女性,43,4,1,研究科學家,3,已婚,3376,18863,1,是,否,13,3,3,80,0,10,3,3,10,6,0,8
38,否,偶爾出差,330,研發部,17,1,生命科學,1,1088,3,女性,65,2,3,醫療代表,3,已婚,8823,24608,0,是,否,18,3,1,80,1,20,4,2,19,9,1,9
40,否,偶爾出差,1492,研發部,20,4,技術學位,1,1092,1,男性,61,3,3,醫療代表,4,已婚,10322,26542,4,是,否,20,4,4,80,1,14,6,3,11,10,11,1
27,否,不出差,1277,研發部,8,5,生命科學,1,1094,1,男性,87,1,1,實驗室技術員,3,已婚,4621,5869,1,是,否,19,3,4,80,3,3,4,3,3,2,1,2
55,否,頻繁出差,1091,研發部,2,1,生命科學,1,1096,4,男性,65,3,3,製造總監,2,已婚,10976,15813,3,是,否,18,3,2,80,1,23,4,3,3,2,1,2
28,否,偶爾出差,857,研發部,10,3,其他,1,1097,3,女性,59,3,2,研究科學家,3,單身,3660,7909,3,是,否,13,3,4,80,0,10,4,4,8,7,1,7
44,是,偶爾出差,1376,人力資源專員,1,2,醫學,1,1098,2,男性,91,2,3,人力資源專員,1,已婚,10482,2326,9,是,否,14,3,4,80,1,24,1,3,20,6,3,6
33,否,偶爾出差,654,研發部,5,3,生命科學,1,1099,4,男性,34,2,3,醫療代表,4,離婚,7119,21214,4,是,否,15,3,3,80,1,9,2,3,3,2,1,2
35,是,偶爾出差,1204,銷售部,4,3,技術學位,1,1100,4,男性,86,3,3,銷售執行,1,單身,9582,10333,0,是,是,22,4,1,80,0,9,2,3,8,7,4,7
33,是,頻繁出差,827,研發部,29,4,醫學,1,1101,1,女性,54,2,2,研究科學家,3,單身,4508,3129,1,是,否,22,4,2,80,0,14,4,3,13,7,3,8
28,否,偶爾出差,895,研發部,15,2,生命科學,1,1102,1,男性,50,3,1,實驗室技術員,3,離婚,2207,22482,1,是,否,16,3,4,80,1,4,5,2,4,2,2,2
34,否,頻繁出差,618,研發部,3,1,生命科學,1,1103,1,男性,45,3,2,醫療代表,4,單身,7756,22266,0,是,否,17,3,3,80,0,7,1,2,6,2,0,4
37,否,偶爾出差,309,銷售部,10,4,生命科學,1,1105,4,女性,88,2,2,銷售執行,4,離婚,6694,24223,2,是,是,14,3,3,80,3,8,5,3,1,0,0,0
25,是,偶爾出差,1219,研發部,4,1,技術學位,1,1106,4,男性,32,3,1,實驗室技術員,4,已婚,3691,4605,1,是,是,15,3,2,80,1,7,3,4,7,7,5,6
26,是,偶爾出差,1330,研發部,21,3,醫學,1,1107,1,男性,37,3,1,實驗室技術員,3,離婚,2377,19373,1,是,否,20,4,3,80,1,1,0,2,1,1,0,0
33,是,偶爾出差,1017,研發部,25,3,醫學,1,1108,1,男性,55,2,1,研究科學家,2,單身,2313,2993,4,是,是,20,4,2,80,0,5,0,3,2,2,2,2
42,否,偶爾出差,469,研發部,2,2,醫學,1,1109,4,男性,35,3,4,經理,1,已婚,17665,14399,0,是,否,17,3,4,80,1,23,3,3,22,6,13,7
28,是,頻繁出差,1009,研發部,1,3,醫學,1,1111,1,男性,45,2,1,實驗室技術員,2,離婚,2596,7160,1,是,否,15,3,1,80,2,1,2,3,1,0,0,0
50,是,頻繁出差,959,銷售部,1,4,其他,1,1113,4,男性,81,3,2,銷售執行,3,單身,4728,17251,3,是,是,14,3,4,80,0,5,4,3,0,0,0,0
33,否,頻繁出差,970,銷售部,7,3,生命科學,1,1114,4,女性,30,3,2,銷售執行,2,已婚,4302,13401,0,是,否,17,3,3,80,1,4,3,3,3,2,0,2
34,否,不出差,697,研發部,3,4,生命科學,1,1115,3,男性,40,2,1,研究科學家,4,已婚,2979,22478,3,是,否,17,3,4,80,3,6,2,3,0,0,0,0
48,否,不出差,1262,研發部,1,4,醫學,1,1116,1,男性,35,4,4,經理,4,單身,16885,16154,2,是,否,22,4,3,80,0,27,3,2,5,4,2,1
45,否,不出差,1050,銷售部,9,4,生命科學,1,1117,2,女性,65,2,2,銷售執行,3,已婚,5593,17970,1,是,否,13,3,4,80,1,15,2,3,15,10,4,12
52,否,偶爾出差,994,研發部,7,4,生命科學,1,1118,2,男性,87,3,3,醫療代表,2,單身,10445,15322,7,是,否,19,3,4,80,0,18,4,3,8,6,4,0
38,否,偶爾出差,770,銷售部,10,4,行銷,1,1119,3,男性,73,2,3,銷售執行,3,離婚,8740,5569,0,是,是,14,3,2,80,2,9,2,3,8,7,2,7
29,否,偶爾出差,1107,研發部,28,4,生命科學,1,1120,3,女性,93,3,1,研究科學家,4,離婚,2514,26968,4,是,否,22,4,1,80,1,11,1,3,7,5,1,7
28,否,偶爾出差,950,研發部,3,3,醫學,1,1121,4,女性,93,3,3,製造總監,2,離婚,7655,8039,0,是,否,17,3,2,80,3,10,3,2,9,7,1,7
46,否,偶爾出差,406,銷售部,3,1,行銷,1,1124,1,男性,52,3,4,經理,3,已婚,17465,15596,3,是,否,12,3,4,80,1,23,3,3,12,9,4,9
38,否,偶爾出差,130,銷售部,2,2,行銷,1,1125,4,男性,32,3,3,銷售執行,2,單身,7351,20619,7,是,否,16,3,3,80,0,10,2,3,1,0,0,0
43,否,頻繁出差,1082,研發部,27,3,生命科學,1,1126,3,女性,83,3,3,製造總監,1,已婚,10820,11535,8,是,否,11,3,3,80,1,18,1,3,8,7,0,1
39,是,頻繁出差,203,研發部,2,3,生命科學,1,1127,1,男性,84,3,4,醫療代表,4,離婚,12169,13547,7,是,否,11,3,4,80,3,21,4,3,18,7,11,5
40,否,偶爾出差,1308,研發部,14,3,醫學,1,1128,3,男性,44,2,5,研究總監,3,單身,19626,17544,1,是,否,14,3,1,80,0,21,2,4,20,7,4,9
21,否,偶爾出差,984,研發部,1,1,技術學位,1,1131,4,女性,70,2,1,研究科學家,2,單身,2070,25326,1,是,是,11,3,3,80,0,2,6,4,2,2,2,2
39,否,不出差,439,研發部,9,3,生命科學,1,1132,3,男性,70,3,2,實驗室技術員,2,單身,6782,8770,9,是,否,15,3,3,80,0,9,2,2,5,4,0,3
36,否,不出差,217,研發部,18,4,生命科學,1,1133,1,男性,78,3,2,製造總監,4,單身,7779,23238,2,是,否,20,4,1,80,0,18,0,3,11,9,0,9
31,否,頻繁出差,793,銷售部,20,3,生命科學,1,1135,3,男性,67,4,1,銷售代表,4,已婚,2791,21981,0,是,否,12,3,1,80,1,3,4,3,2,2,2,2
28,否,偶爾出差,1451,研發部,2,1,生命科學,1,1136,1,男性,67,2,1,研究科學家,2,已婚,3201,19911,0,是,否,17,3,1,80,0,6,2,1,5,3,0,4
35,否,頻繁出差,1182,銷售部,11,2,行銷,1,1137,4,男性,54,3,2,銷售執行,4,離婚,4968,18500,1,是,否,11,3,4,80,1,5,3,3,5,2,0,2
49,否,偶爾出差,174,銷售部,8,4,技術學位,1,1138,4,男性,56,2,4,銷售執行,2,已婚,13120,11879,6,是,否,17,3,2,80,1,22,3,3,9,8,2,3
34,否,頻繁出差,1003,研發部,2,2,生命科學,1,1140,4,男性,95,3,2,製造總監,3,單身,4033,15834,2,是,否,11,3,4,80,0,5,3,2,3,2,0,2
29,否,頻繁出差,490,研發部,10,3,生命科學,1,1143,4,女性,61,3,1,研究科學家,2,離婚,3291,17940,0,是,否,14,3,4,80,2,8,2,2,7,5,1,1
42,否,偶爾出差,188,研發部,29,3,醫學,1,1148,2,男性,56,1,2,實驗室技術員,4,單身,4272,9558,4,是,否,19,3,1,80,0,16,3,3,1,0,0,0
29,否,偶爾出差,718,研發部,8,1,醫學,1,1150,2,男性,79,2,2,製造總監,4,已婚,5056,17689,1,是,是,15,3,3,80,1,10,2,2,10,7,1,2
38,否,偶爾出差,433,人力資源專員,1,3,人力資源專員,1,1152,3,男性,37,4,1,人力資源專員,3,已婚,2844,6004,1,是,否,13,3,4,80,1,7,2,4,7,6,5,0
28,否,頻繁出差,773,研發部,6,3,生命科學,1,1154,3,男性,39,2,1,研究科學家,3,離婚,2703,22088,1,是,是,14,3,4,80,1,3,2,3,3,1,0,2
18,是,不出差,247,研發部,8,1,醫學,1,1156,3,男性,80,3,1,實驗室技術員,3,單身,1904,13556,1,是,否,12,3,4,80,0,0,0,3,0,0,0,0
33,是,偶爾出差,603,銷售部,9,4,行銷,1,1157,1,女性,77,3,2,銷售執行,1,單身,8224,18385,0,是,是,17,3,1,80,0,6,3,3,5,2,0,3
41,否,偶爾出差,167,研發部,12,4,生命科學,1,1158,2,男性,46,3,1,實驗室技術員,4,已婚,4766,9051,3,是,是,11,3,1,80,1,6,4,3,1,0,0,0
31,是,頻繁出差,874,研發部,15,3,醫學,1,1160,3,男性,72,3,1,實驗室技術員,3,已婚,2610,6233,1,是,否,12,3,3,80,1,2,5,2,2,2,2,2
37,否,偶爾出差,367,研發部,25,2,醫學,1,1161,3,女性,52,2,2,醫療代表,4,離婚,5731,17171,7,是,否,13,3,3,80,2,9,2,3,6,2,1,3
27,否,偶爾出差,199,研發部,6,3,生命科學,1,1162,4,男性,55,2,1,研究科學家,3,已婚,2539,7950,1,是,否,13,3,3,80,1,4,0,3,4,2,2,2
34,否,偶爾出差,1400,銷售部,9,1,生命科學,1,1163,2,女性,70,3,2,銷售執行,3,已婚,5714,5829,1,是,否,20,4,1,80,0,6,3,2,6,5,1,3
35,否,偶爾出差,528,人力資源專員,8,4,技術學位,1,1164,3,男性,100,3,1,人力資源專員,3,單身,4323,7108,1,是,否,17,3,2,80,0,6,2,1,5,4,1,4
29,是,偶爾出差,408,銷售部,23,1,生命科學,1,1165,4,女性,45,2,3,銷售執行,1,已婚,7336,11162,1,是,否,13,3,1,80,1,11,3,1,11,8,3,10
40,否,頻繁出差,593,研發部,9,4,醫學,1,1166,2,女性,88,3,3,研究總監,3,單身,13499,13782,9,是,否,17,3,3,80,0,20,3,2,18,7,2,13
42,是,頻繁出差,481,銷售部,12,3,生命科學,1,1167,3,男性,44,3,4,銷售執行,1,單身,13758,2447,0,是,是,12,3,2,80,0,22,2,2,21,9,13,14
42,否,偶爾出差,647,銷售部,4,4,行銷,1,1171,2,男性,45,3,2,銷售執行,1,單身,5155,2253,7,是,否,13,3,4,80,0,9,3,4,6,4,1,5
35,否,偶爾出差,982,研發部,1,4,醫學,1,1172,4,男性,58,2,1,實驗室技術員,3,已婚,2258,16340,6,是,否,12,3,2,80,1,10,2,3,8,0,1,7
24,否,偶爾出差,477,研發部,24,3,醫學,1,1173,4,男性,49,3,1,實驗室技術員,2,單身,3597,6409,8,是,否,22,4,4,80,0,6,2,3,4,3,1,2
28,是,偶爾出差,1485,研發部,12,1,生命科學,1,1175,3,女性,79,3,1,實驗室技術員,4,已婚,2515,22955,1,是,是,11,3,4,80,0,1,4,2,1,1,0,0
26,否,偶爾出差,1384,研發部,3,4,醫學,1,1177,1,男性,82,4,1,實驗室技術員,4,已婚,4420,13421,1,是,否,22,4,2,80,1,8,2,3,8,7,0,7
30,否,偶爾出差,852,銷售部,10,3,行銷,1,1179,3,男性,72,2,2,銷售執行,3,已婚,6578,2706,1,是,否,18,3,1,80,1,10,3,3,10,3,1,4
40,否,頻繁出差,902,研發部,26,2,醫學,1,1180,3,女性,92,2,2,研究科學家,4,已婚,4422,21203,3,是,是,13,3,4,80,1,16,3,1,1,1,0,0
35,否,偶爾出差,819,研發部,2,3,生命科學,1,1182,3,男性,44,2,3,製造總監,2,離婚,10274,19588,2,是,否,18,3,2,80,1,15,2,4,7,7,6,4
34,否,頻繁出差,669,研發部,1,3,醫學,1,1184,4,男性,97,2,2,醫療代表,1,單身,5343,25755,0,是,否,20,4,3,80,0,14,3,3,13,9,4,9
35,否,頻繁出差,636,研發部,4,4,其他,1,1185,4,男性,47,2,1,實驗室技術員,4,已婚,2376,26537,1,是,否,13,3,2,80,1,2,2,4,2,2,2,2
43,是,偶爾出差,1372,銷售部,9,3,行銷,1,1188,1,女性,85,1,2,銷售執行,3,單身,5346,9489,8,是,否,13,3,2,80,0,7,2,2,4,3,1,3
32,否,不出差,862,銷售部,2,1,生命科學,1,1190,3,女性,76,3,1,銷售代表,1,離婚,2827,14947,1,是,否,12,3,3,80,3,1,3,3,1,0,0,0
56,否,偶爾出差,718,研發部,4,4,技術學位,1,1191,4,女性,92,3,5,經理,1,離婚,19943,18575,4,是,否,13,3,4,80,1,28,2,3,5,2,4,2
29,否,偶爾出差,1401,研發部,6,1,醫學,1,1192,2,女性,54,3,1,實驗室技術員,4,已婚,3131,26342,1,是,否,13,3,1,80,1,10,5,3,10,8,0,8
19,否,偶爾出差,645,研發部,9,2,生命科學,1,1193,3,男性,54,3,1,研究科學家,1,單身,2552,7172,1,是,否,25,4,3,80,0,1,4,3,1,1,0,0
45,否,偶爾出差,1457,研發部,7,3,醫學,1,1195,1,女性,83,3,1,研究科學家,3,已婚,4477,20100,4,是,是,19,3,3,80,1,7,2,2,3,2,0,2
